submitted_by_user_login,submission_timestamp_utc,demographic_age,demographic_country,attention_check_passed,item_id,item_type,description,sentences,combined_text,code_key,entity,seed,descriptor,intensity,all_entities,packet_step,user_sentiment_score,user_sentiment_label,sentence_at_step,new_sentence_for_step,descriptor_for_step,intensity_for_step,mark,marks
anonymous,2025-08-12 17:40:22,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Once, the laptop was gorgeous."", ""Soon after, it was ordinary."", ""For a while, it was horrible."", ""Recently, it was proficient."", ""Now, it is unprofessional.""]","Once, the laptop was gorgeous. Soon after, it was ordinary. For a while, it was horrible. Recently, it was proficient. Now, it is unprofessional.",entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_moderate]],laptop,491329,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""very"", ""slight"", ""very"", ""moderate"", ""moderate""]","[""laptop""]",4,1,Slightly Positive,"Once, the laptop was gorgeous. Soon after, it was ordinary. For a while, it was horrible. Recently, it was proficient.","Recently, it was proficient.",positive,moderate,Recently,"[""Once"", ""Soon after"", ""For a while"", ""Recently"", ""Now""]"
anonymous,2025-08-12 17:40:22,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Once, the laptop was gorgeous."", ""Soon after, it was ordinary."", ""For a while, it was horrible."", ""Recently, it was proficient."", ""Now, it is unprofessional.""]","Once, the laptop was gorgeous. Soon after, it was ordinary. For a while, it was horrible. Recently, it was proficient. Now, it is unprofessional.",entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_very]]->entity[[laptop_moderate]]->entity[[laptop_moderate]],laptop,491329,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""very"", ""slight"", ""very"", ""moderate"", ""moderate""]","[""laptop""]",5,-2,Somewhat Negative,"Once, the laptop was gorgeous. Soon after, it was ordinary. For a while, it was horrible. Recently, it was proficient. Now, it is unprofessional.","Now, it is unprofessional.",negative,moderate,Now,"[""Once"", ""Soon after"", ""For a while"", ""Recently"", ""Now""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,calibration_positive,calibration,practice positive,"[""the gracious and kind person""]",the gracious and kind person,calibration_pos[[the gracious and kind person_very]],the gracious and kind person,548326,"[""positive""]","[""very""]","[""the gracious and kind person""]",,2,Somewhat Positive,,,,,,
anonymous,2025-08-13 17:53:20,,California,TRUE,calibration_negative,calibration,practice negative,"[""grievous""]",grievous,calibration_neg[[grievous_strong]],grievous,548326,"[""negative""]","[""strong""]","[""grievous""]",,-2,Somewhat Negative,,,,,,
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",1,-2,Somewhat Negative,"First, the program was dreadful.","First, the program was dreadful.",negative,very,First,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",2,-1,Slightly Negative,"First, the program was dreadful. Second, it was shoddy.","Second, it was shoddy.",negative,moderate,Second,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",3,0,Neutral,"First, the program was dreadful. Second, it was shoddy. Third, it was mediocre.","Third, it was mediocre.",negative,slight,Third,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",4,1,Slightly Positive,"First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good.","Fourth, it was generally good.",positive,strong,Fourth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",5,2,Somewhat Positive,"First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful.","Fifth, it was wonderful.",positive,very,Fifth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",6,2,Somewhat Positive,"First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced.","Sixth, it was advanced.",positive,slight,Sixth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",7,3,Positive,"First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient.","Seventh, it was proficient.",positive,moderate,Seventh,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
anonymous,2025-08-13 17:53:20,,California,TRUE,aggregate_long_14,aggregate_long,Aggregate packet (9),"[""First, the program was dreadful."", ""Second, it was shoddy."", ""Third, it was mediocre."", ""Fourth, it was generally good."", ""Fifth, it was wonderful."", ""Sixth, it was advanced."", ""Seventh, it was proficient."", ""Eighth, it was truly exceptional."", ""Finally, it is dangerous.""]","First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional. Finally, it is dangerous.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_slight]]->entity[[program_strong]]->entity[[program_very]]->entity[[program_slight]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_strong]],program,548326,"[""negative"", ""negative"", ""negative"", ""positive"", ""positive"", ""positive"", ""positive"", ""positive"", ""negative""]","[""very"", ""moderate"", ""slight"", ""strong"", ""very"", ""slight"", ""moderate"", ""strong"", ""strong""]","[""program""]",8,4,Extremely Positive,"First, the program was dreadful. Second, it was shoddy. Third, it was mediocre. Fourth, it was generally good. Fifth, it was wonderful. Sixth, it was advanced. Seventh, it was proficient. Eighth, it was truly exceptional.","Eighth, it was truly exceptional.",positive,strong,Eighth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Fifth"", ""Sixth"", ""Seventh"", ""Eighth"", ""Finally""]"
